timestamp;env;implementation;target_tps;duration_s;bucket_start_s;count;p50_ms;max_ms
2026-07-31T14:00:28+02:00;xv5;20;10;0.0;198;51.78;103.02
2026-07-31T14:06:01+02:00;xv5;80;300;0.0;2282;67.36;199.57
2026-07-31T14:06:01+02:00;xv5;80;300;30.0;2282;66.47;159.43
2026-07-31T14:06:01+02:00;xv5;80;300;60.0;2282;65.95;159.24
2026-07-31T14:06:01+02:00;xv5;80;300;90.0;2284;66.42;144.96
2026-07-31T14:06:01+02:00;xv5;80;300;120.0;2280;67.41;178.81
2026-07-31T14:06:01+02:00;xv5;80;300;150.0;2285;71.17;224.96
2026-07-31T14:06:01+02:00;xv5;80;300;180.0;2280;66.24;146.4
2026-07-31T14:06:01+02:00;xv5;80;300;210.0;2283;69.36;187.1
2026-07-31T14:06:01+02:00;xv5;80;300;240.0;2281;66.73;172.3
2026-07-31T14:06:01+02:00;xv5;80;300;270.0;2281;62.76;144.67
2026-07-31T14:12:53+02:00;xv6java;20;10;0.0;197;52.99;257.29
2026-07-31T14:18:28+02:00;xv6java;80;300;0.0;2221;54.58;1143.46
2026-07-31T14:18:28+02:00;xv6java;80;300;30.0;2242;53.81;121.19
2026-07-31T14:18:28+02:00;xv6java;80;300;60.0;2250;53.53;120.04
2026-07-31T14:18:28+02:00;xv6java;80;300;90.0;2253;53.44;119.92
2026-07-31T14:18:28+02:00;xv6java;80;300;120.0;2253;53.39;133.16
2026-07-31T14:18:28+02:00;xv6java;80;300;150.0;2253;53.47;121.55
2026-07-31T14:18:28+02:00;xv6java;80;300;180.0;2255;53.37;119.58
2026-07-31T14:18:28+02:00;xv6java;80;300;210.0;2255;53.4;122.51
2026-07-31T14:18:28+02:00;xv6java;80;300;240.0;2256;53.4;127.55
2026-07-31T14:18:28+02:00;xv6java;80;300;270.0;2256;53.34;127.75
2026-07-31T14:18:28+02:00;xv6java;80;300;300.0;1;89.39;89.39
2026-07-31T14:40:34+02:00;xv7cpp;20;10;0.0;199;2.67;51.75
2026-07-31T14:46:03+02:00;xv7cpp;80;300;0.0;2265;2.15;8.76
2026-07-31T14:46:03+02:00;xv7cpp;80;300;30.0;2266;2.15;8.51
2026-07-31T14:46:03+02:00;xv7cpp;80;300;60.0;2265;2.12;8.68
2026-07-31T14:46:03+02:00;xv7cpp;80;300;90.0;2266;2.14;5.5
2026-07-31T14:46:03+02:00;xv7cpp;80;300;120.0;2266;2.16;4.23
2026-07-31T14:46:03+02:00;xv7cpp;80;300;150.0;2265;2.17;5.21
2026-07-31T14:46:03+02:00;xv7cpp;80;300;180.0;2264;2.16;4.46
2026-07-31T14:46:03+02:00;xv7cpp;80;300;210.0;2267;2.11;7.23
2026-07-31T14:46:03+02:00;xv7cpp;80;300;240.0;2264;2.15;3.93
2026-07-31T14:46:03+02:00;xv7cpp;80;300;270.0;2263;2.26;4.86
2026-07-31T14:53:20+02:00;xv7cpp;100;300;0.0;2928;2.14;8.32
2026-07-31T14:53:20+02:00;xv7cpp;100;300;30.0;2927;2.13;5.66
2026-07-31T14:53:20+02:00;xv7cpp;100;300;60.0;2924;2.16;24.28
2026-07-31T14:53:20+02:00;xv7cpp;100;300;90.0;2929;2.13;3.89
2026-07-31T14:53:20+02:00;xv7cpp;100;300;120.0;2932;2.11;7.64
2026-07-31T14:53:20+02:00;xv7cpp;100;300;150.0;2930;2.15;4.45
2026-07-31T14:53:20+02:00;xv7cpp;100;300;180.0;2930;2.12;4.31
2026-07-31T14:53:20+02:00;xv7cpp;100;300;210.0;2928;2.13;3.89
2026-07-31T14:53:20+02:00;xv7cpp;100;300;240.0;2928;2.16;5.23
2026-07-31T14:53:20+02:00;xv7cpp;100;300;270.0;2929;2.14;4.27
2026-07-31T15:11:45+02:00;xv6java;100;300;0.0;2822;54.18;589.46
2026-07-31T15:11:45+02:00;xv6java;100;300;30.0;2893;52.07;127.64
2026-07-31T15:11:45+02:00;xv6java;100;300;60.0;2906;51.77;115.93
2026-07-31T15:11:45+02:00;xv6java;100;300;90.0;2910;51.76;123.79
2026-07-31T15:11:45+02:00;xv6java;100;300;120.0;2912;51.73;133.71
2026-07-31T15:11:45+02:00;xv6java;100;300;150.0;2912;51.68;123.4
2026-07-31T15:11:45+02:00;xv6java;100;300;180.0;2909;51.72;120.17
2026-07-31T15:11:45+02:00;xv6java;100;300;210.0;2914;51.64;121.25
2026-07-31T15:11:45+02:00;xv6java;100;300;240.0;2918;51.51;123.11
2026-07-31T15:11:45+02:00;xv6java;100;300;270.0;2914;51.61;133.44
2026-07-31T15:11:45+02:00;xv6java;100;300;300.0;1;70.79;70.79
