timestamp;env;elapsed_s;established;time_wait;close_wait;other;total
2026-08-20T22:38:52+02:00;0;0;0;0;0;0
2026-08-20T22:38:53+02:00;1;0;0;0;0;0
2026-08-20T22:38:54+02:00;2;0;0;0;0;0
2026-08-20T22:38:55+02:00;3;0;0;0;0;0
2026-08-20T22:38:56+02:00;4;0;0;0;0;0
2026-08-20T22:38:57+02:00;5;0;0;0;0;0
2026-08-20T22:38:58+02:00;6;0;0;0;0;0
2026-08-20T22:38:59+02:00;7;0;0;0;0;0
2026-08-20T22:39:00+02:00;8;0;0;0;0;0
2026-08-20T22:39:01+02:00;9;0;0;0;0;0
2026-08-20T22:39:02+02:00;10;0;0;0;0;0
2026-08-20T22:39:03+02:00;11;0;0;0;0;0
2026-08-20T22:39:04+02:00;12;0;0;0;0;0
2026-08-20T22:39:05+02:00;13;0;0;0;0;0
2026-08-20T22:39:06+02:00;14;0;0;0;0;0
2026-08-20T22:39:07+02:00;15;0;0;0;0;0
2026-08-20T22:39:08+02:00;16;0;0;0;0;0
2026-08-20T22:39:09+02:00;17;0;0;0;0;0
2026-08-20T22:39:10+02:00;18;0;0;0;0;0
2026-08-20T22:39:11+02:00;19;0;0;0;0;0
2026-08-20T22:39:12+02:00;20;0;0;0;0;0
2026-08-20T22:39:13+02:00;21;0;0;0;0;0
2026-08-20T22:39:14+02:00;22;0;0;0;0;0
2026-08-20T22:39:15+02:00;23;0;0;0;0;0
2026-08-20T22:39:16+02:00;24;0;0;0;0;0
2026-08-20T22:39:18+02:00;25;0;0;0;0;0
2026-08-20T22:39:19+02:00;27;0;0;0;0;0
2026-08-20T22:39:20+02:00;28;0;0;0;0;0
2026-08-20T22:39:21+02:00;29;0;0;0;0;0
2026-08-20T22:39:22+02:00;30;0;0;0;0;0
2026-08-20T22:39:23+02:00;31;0;0;0;0;0
2026-08-20T22:39:24+02:00;32;0;0;0;0;0
2026-08-20T22:39:25+02:00;33;0;0;0;0;0
2026-08-20T22:39:26+02:00;34;0;0;0;0;0
2026-08-20T22:39:27+02:00;35;0;0;0;0;0
2026-08-20T22:39:28+02:00;36;0;0;0;0;0
2026-08-20T22:39:29+02:00;37;0;0;0;0;0
2026-08-20T22:39:30+02:00;38;0;0;0;0;0
2026-08-20T22:39:31+02:00;39;0;0;0;0;0
2026-08-20T22:39:32+02:00;40;0;0;0;0;0
2026-08-20T22:39:33+02:00;41;0;0;0;0;0
2026-08-20T22:39:34+02:00;42;0;0;0;0;0
2026-08-20T22:39:35+02:00;43;0;0;0;0;0
2026-08-20T22:39:36+02:00;44;0;0;0;0;0
2026-08-20T22:39:37+02:00;45;0;0;0;0;0
2026-08-20T22:39:38+02:00;46;0;0;0;0;0
2026-08-20T22:39:39+02:00;47;0;0;0;0;0
2026-08-20T22:39:40+02:00;48;0;0;0;0;0
2026-08-20T22:39:41+02:00;49;0;0;0;0;0
2026-08-20T22:39:42+02:00;50;0;0;0;0;0
2026-08-20T22:39:43+02:00;51;0;0;0;0;0
2026-08-20T22:39:44+02:00;52;0;0;0;0;0
2026-08-20T22:39:45+02:00;53;0;0;0;0;0
2026-08-20T22:39:46+02:00;54;0;0;0;0;0
2026-08-20T22:39:47+02:00;55;0;0;0;0;0
2026-08-20T22:39:49+02:00;56;0;0;0;0;0
2026-08-20T22:39:50+02:00;58;0;0;0;0;0
2026-08-20T22:39:51+02:00;59;0;0;0;0;0
2026-08-20T22:39:52+02:00;60;0;0;0;0;0
2026-08-20T22:39:53+02:00;61;0;0;0;0;0
2026-08-20T22:39:54+02:00;62;0;0;0;0;0
2026-08-20T22:39:55+02:00;63;0;0;0;0;0
2026-08-20T22:39:56+02:00;64;0;0;0;0;0
2026-08-20T22:39:57+02:00;65;0;0;0;0;0
2026-08-20T22:39:58+02:00;66;0;0;0;0;0
2026-08-20T22:39:59+02:00;67;0;0;0;0;0
2026-08-20T22:40:00+02:00;68;0;0;0;0;0
2026-08-20T22:40:01+02:00;69;0;0;0;0;0
2026-08-20T22:40:02+02:00;70;0;0;0;0;0
2026-08-20T22:40:03+02:00;71;0;0;0;0;0
2026-08-20T22:40:04+02:00;72;0;0;0;0;0
2026-08-20T22:40:05+02:00;73;0;0;0;0;0
2026-08-20T22:40:06+02:00;74;0;0;0;0;0
2026-08-20T22:40:07+02:00;75;0;0;0;0;0
2026-08-20T22:40:08+02:00;76;0;0;0;0;0
2026-08-20T22:40:09+02:00;77;0;0;0;0;0
2026-08-20T22:40:10+02:00;78;0;0;0;0;0
2026-08-20T22:40:11+02:00;79;0;0;0;0;0
2026-08-20T22:40:12+02:00;80;0;0;0;0;0
2026-08-20T22:40:13+02:00;81;0;0;0;0;0
2026-08-20T22:40:14+02:00;82;0;0;0;0;0
2026-08-20T22:40:15+02:00;83;0;0;0;0;0
2026-08-20T22:40:16+02:00;84;0;0;0;0;0
2026-08-20T22:40:17+02:00;85;0;0;0;0;0
2026-08-20T22:40:19+02:00;86;0;0;0;0;0
2026-08-20T22:40:20+02:00;88;0;0;0;0;0
2026-08-20T22:40:21+02:00;89;0;0;0;0;0
2026-08-20T22:40:22+02:00;90;0;0;0;0;0
2026-08-20T22:40:23+02:00;91;0;0;0;0;0
2026-08-20T22:40:24+02:00;92;32;0;0;0;32
2026-08-20T22:40:25+02:00;93;32;0;0;0;32
2026-08-20T22:40:26+02:00;94;32;0;0;0;32
2026-08-20T22:40:27+02:00;95;32;0;0;0;32
2026-08-20T22:40:28+02:00;96;32;0;0;0;32
2026-08-20T22:40:29+02:00;97;32;0;0;0;32
2026-08-20T22:40:30+02:00;98;32;0;0;0;32
2026-08-20T22:40:31+02:00;99;32;0;0;0;32
2026-08-20T22:40:32+02:00;100;32;0;0;0;32
2026-08-20T22:40:33+02:00;101;32;0;0;0;32
2026-08-20T22:40:34+02:00;102;32;0;0;0;32
2026-08-20T22:40:35+02:00;103;32;0;0;0;32
2026-08-20T22:40:36+02:00;104;32;0;0;0;32
2026-08-20T22:40:37+02:00;105;32;0;0;0;32
2026-08-20T22:40:38+02:00;106;32;0;0;0;32
2026-08-20T22:40:39+02:00;107;32;0;0;0;32
2026-08-20T22:40:40+02:00;108;32;0;0;0;32
2026-08-20T22:40:41+02:00;109;32;0;0;0;32
2026-08-20T22:40:42+02:00;110;32;0;0;0;32
2026-08-20T22:40:43+02:00;111;32;0;0;0;32
2026-08-20T22:40:45+02:00;112;32;0;0;0;32
2026-08-20T22:40:46+02:00;114;32;0;0;0;32
2026-08-20T22:40:47+02:00;115;32;0;0;0;32
2026-08-20T22:40:48+02:00;116;32;0;0;0;32
2026-08-20T22:40:49+02:00;117;32;0;0;0;32
2026-08-20T22:40:50+02:00;118;32;0;0;0;32
2026-08-20T22:40:51+02:00;119;32;0;0;0;32
2026-08-20T22:40:52+02:00;120;32;0;0;0;32
2026-08-20T22:40:53+02:00;121;32;0;0;0;32
2026-08-20T22:40:54+02:00;122;32;0;0;0;32
2026-08-20T22:40:55+02:00;123;32;0;0;0;32
2026-08-20T22:40:56+02:00;124;32;0;0;0;32
2026-08-20T22:40:57+02:00;125;32;0;0;0;32
2026-08-20T22:40:58+02:00;126;32;0;0;0;32
2026-08-20T22:40:59+02:00;127;32;0;0;0;32
2026-08-20T22:41:00+02:00;128;32;0;0;0;32
2026-08-20T22:41:01+02:00;129;32;0;0;0;32
2026-08-20T22:41:02+02:00;130;32;0;0;0;32
2026-08-20T22:41:03+02:00;131;32;0;0;0;32
2026-08-20T22:41:04+02:00;132;32;0;0;0;32
2026-08-20T22:41:05+02:00;133;32;0;0;0;32
2026-08-20T22:41:06+02:00;134;32;0;0;0;32
2026-08-20T22:41:07+02:00;135;32;0;0;0;32
2026-08-20T22:41:08+02:00;136;32;0;0;0;32
2026-08-20T22:41:09+02:00;137;32;0;0;0;32
2026-08-20T22:41:10+02:00;138;32;0;0;0;32
2026-08-20T22:41:11+02:00;139;32;0;0;0;32
2026-08-20T22:41:12+02:00;140;32;0;0;0;32
2026-08-20T22:41:14+02:00;141;32;0;0;0;32
2026-08-20T22:41:15+02:00;143;32;0;0;0;32
2026-08-20T22:41:16+02:00;144;32;0;0;0;32
2026-08-20T22:41:17+02:00;145;32;0;0;0;32
2026-08-20T22:41:18+02:00;146;32;0;0;0;32
2026-08-20T22:41:19+02:00;147;32;0;0;0;32
2026-08-20T22:41:20+02:00;148;32;0;0;0;32
2026-08-20T22:41:21+02:00;149;32;0;0;0;32
