timestamp;env;implementation;target_tps;duration_s;p50_ms;p90_ms;p99_ms
2026-08-01T20:46:29+02:00;router_py;80;60;51,59;92,44;107,01
2026-08-01T20:48:26+02:00;router_java;100;60;52,26;93,63;105,18
2026-08-01T20:54:15+02:00;router_cpp;100;60;2,39;2,96;3,66
2026-08-01T22:38:30+02:00;router_py;80;120;51,68;92,49;104,97
2026-08-01T22:41:13+02:00;router_java;100;120;52,03;93,43;104,01
2026-08-01T22:48:14+02:00;router_cpp;100;120;2,34;3,13;3,8
2026-08-01T23:06:47+02:00;router_py;80;300;52,79;94,91;112,92
2026-08-01T23:13:04+02:00;router_java;100;300;52,05;93,45;103,75
2026-08-01T23:19:13+02:00;router_cpp;100;300;2,36;3,03;3,68
2026-08-02T09:02:31+02:00;router_py;100;120;52,82;93,86;113,6
2026-08-02T09:05:48+02:00;router_java;100;120;52,91;94,58;105,39
2026-08-02T09:06:45+02:00;;;;;;
2026-08-02T10:56:19+02:00;router_py;100;120;90,41;546,17;5890,49
2026-08-02T10:59:33+02:00;router_java;100;120;52,53;94,08;104,97
2026-08-02T11:00:32+02:00;;;;;;
2026-08-02T20:08:42+02:00;router_py;80;600;52,31;93,45;106,14
2026-08-02T20:21:27+02:00;router_java;100;600;51,97;93,35;103,47
2026-08-02T20:33:37+02:00;router_cpp;100;600;2,34;3,25;3,78
2026-08-04T22:01:44+02:00;router_py;80;120;392,7;2557,34;4971,57
2026-08-04T22:04:29+02:00;router_java;100;120;54,67;95,19;401,55
2026-08-04T22:07:01+02:00;router_cpp;100;120;11,82;12,5;9749,63
2026-08-15T21:06:09+02:00;router_py;80;180;11690,45;14819,41;15900,74
2026-08-15T21:10:12+02:00;router_java;100;180;10,97;11,94;1138,59
2026-08-15T21:14:28+02:00;router_cpp;100;180;21,34;26,85;490,09
2026-08-15T21:36:44+02:00;router_py;80;180;90,49;105,74;129,07
2026-08-15T21:40:54+02:00;router_java;100;180;3,21;3,68;4,06
2026-08-15T21:44:55+02:00;router_cpp;100;180;21,41;29,05;63,38
2026-08-15T22:01:05+02:00;router_py;80;180;92,12;117,39;731,97
2026-08-16T10:47:07+02:00;router_py;80;120;89,45;92,82;101,36
2026-08-16T10:50:02+02:00;router_java;100;120;11,06;11,49;3904,48
2026-08-16T10:52:49+02:00;router_cpp;100;120;21,31;21,52;22,9
2026-08-16T11:50:10+02:00;router_py;80;120;97,55;111,77;260,86
2026-08-16T11:53:07+02:00;router_java;100;120;6,6;8,09;9,93
2026-08-16T12:02:43+02:00;router_cpp;100;120;23,2;25,47;29,2
2026-08-16T20:34:32+02:00;router_py;80;120;88,9;91,83;95,16
2026-08-16T20:37:24+02:00;router_java;100;120;3,18;4,13;5,28
2026-08-16T20:40:09+02:00;router_cpp;100;120;2,62;3,52;4,29
2026-08-16T21:02:52+02:00;router_py;80;120;90,58;98,59;113,09
2026-08-16T21:05:45+02:00;router_java;100;120;3,3;3,99;4,86
2026-08-16T21:08:30+02:00;router_cpp;100;120;4268,54;6814,01;7458,41
2026-08-16T22:18:47+02:00;router_py;80;120;5,26;6,57;8,38
2026-08-16T22:21:39+02:00;router_java;100;120;3,32;4,62;5,8
2026-08-16T22:24:25+02:00;router_cpp;100;120;2,32;2,8;3,53
2026-08-16T22:42:12+02:00;router_py;100;120;5,17;7,13;8,49
2026-08-16T22:45:04+02:00;router_java;100;120;3,16;4,26;5,72
2026-08-16T22:47:49+02:00;router_cpp;100;120;2,54;3,24;4,74
2026-08-17T20:35:12+02:00;router_py;100;120;11,54;12,62;20,21
2026-08-17T20:39:02+02:00;router_java;100;120;8,5;12,57;13,16
2026-08-17T20:41:49+02:00;router_cpp;100;120;None;None;None
2026-08-19T19:46:46+02:00;router_py;100;120;178,78;362,14;504,23
2026-08-19T19:50:33+02:00;router_java;100;120;11,85;12,2;12,35
2026-08-19T19:53:18+02:00;router_cpp;100;120;6,62;6,97;7,39
2026-08-19T19:56:02+02:00;router_py;100;120;149,2;365,75;576,05
2026-08-19T19:59:48+02:00;router_java;100;120;11,65;12,23;12,39
2026-08-19T20:02:33+02:00;router_cpp;100;120;6,64;6,98;7,47
2026-08-19T20:26:26+02:00;router_py;100;120;68,64;204,41;330,95
2026-08-19T20:30:10+02:00;router_java;100;120;11,36;12,02;16,1
2026-08-19T20:32:55+02:00;router_cpp;100;120;4,24;6,6;8,85
2026-08-19T20:39:22+02:00;router_py;100;120;10,36;11,04;12,46
2026-08-19T20:43:09+02:00;router_java;100;120;11,48;12,2;12,73
2026-08-19T20:45:54+02:00;router_cpp;100;120;6,56;7,02;7,73
2026-08-19T20:50:59+02:00;router_py;100;120;10,63;11,06;11,97
2026-08-19T20:54:48+02:00;router_java;100;120;11,59;12,21;12,86
2026-08-19T20:57:33+02:00;router_cpp;100;120;6,63;6,99;7,46
2026-08-19T21:06:33+02:00;router_py;100;300;10,72;12,12;12,32
2026-08-19T21:13:54+02:00;router_java;100;300;11,53;12,22;12,32
2026-08-19T21:20:15+02:00;router_cpp;100;300;6,64;6,98;7,44
